관측연월,westsea_anomaly,eastsea_anomaly,eastchina_anomaly,eastasia_anomaly,global_anomaly,eastsea,산불발생일시,burned_time,burned_area,mungyeong_temp,문경최고기온(℃),문경최저기온(℃)
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.9,2022-04-12,42,0.01,20.8,29.5,12
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.9,2022-04-12,65,0.04,20.8,29.5,12
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.9,2022-04-12,94,1,20.8,29.5,12
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.9,2022-04-12,60,0.05,20.8,29.5,12
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.9,2022-04-12,90,0.21,20.8,29.5,12
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.9,2022-04-12,126,0.3,20.8,29.5,12
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.9,2022-04-12,54,0.3,20.8,29.5,12
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.9,2022-04-12,3147,9.69,20.8,29.5,12
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.9,2022-04-12,129,0.27,20.8,29.5,12
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.7,2022-04-11,1114,0.5,19.8,28,10.9
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.7,2022-04-11,38,0.15,19.8,28,10.9
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.7,2022-04-11,69,0.14,19.8,28,10.9
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.7,2022-04-11,118,0.04,19.8,28,10.9
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.7,2022-04-11,590,3.5,19.8,28,10.9
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.7,2022-04-11,131,0.01,19.8,28,10.9
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.7,2022-04-11,142,1.1,19.8,28,10.9
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12,2022-04-10,674,0.8,19.3,28.1,8
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12,2022-04-10,140,1,19.3,28.1,8
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12,2022-04-10,99,0.5,19.3,28.1,8
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12,2022-04-10,122,0.02,19.3,28.1,8
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12,2022-04-10,3230,716.31,19.3,28.1,8
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12,2022-04-10,214,2.5,19.3,28.1,8
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12,2022-04-10,48,0.01,19.3,28.1,8
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12,2022-04-10,76,0.02,19.3,28.1,8
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12,2022-04-10,65,0.02,19.3,28.1,8
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12,2022-04-10,445,1.24,19.3,28.1,8
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12,2022-04-10,3530,225.72,19.3,28.1,8
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12,2022-04-10,201,3.3,19.3,28.1,8
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12,2022-04-10,165,0.06,19.3,28.1,8
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12,2022-04-10,56,0.03,19.3,28.1,8
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12,2022-04-10,93,0.94,19.3,28.1,8
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12,2022-04-10,1699,13,19.3,28.1,8
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12,2022-04-10,99,0.08,19.3,28.1,8
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12,2022-04-10,180,2,19.3,28.1,8
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12,2022-04-10,32,0.05,19.3,28.1,8
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12,2022-04-10,161,1.7,19.3,28.1,8
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12,2022-04-10,49,0.03,19.3,28.1,8
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-09,155,0.45,17.5,27,7.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-09,100,0.2,17.5,27,7.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-09,210,0.5,17.5,27,7.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-09,65,0.1,17.5,27,7.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-09,426,1,17.5,27,7.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-09,269,8,17.5,27,7.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-09,58,0.2,17.5,27,7.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-09,273,9.93,17.5,27,7.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-09,127,1.8,17.5,27,7.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-09,61,0.01,17.5,27,7.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-09,260,1.5,17.5,27,7.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-09,152,1.6,17.5,27,7.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-09,56,0.2,17.5,27,7.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-09,90,0.2,17.5,27,7.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-09,367,1,17.5,27,7.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-09,60,0.12,17.5,27,7.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-09,1349,158.11,17.5,27,7.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-09,1355,3,17.5,27,7.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.7,2022-04-08,68,0.09,12.8,22.2,2.4
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.7,2022-04-08,170,0.09,12.8,22.2,2.4
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.7,2022-04-08,146,0.05,12.8,22.2,2.4
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.7,2022-04-08,157,0.1,12.8,22.2,2.4
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.7,2022-04-08,60,0.1,12.8,22.2,2.4
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.7,2022-04-08,128,0.1,12.8,22.2,2.4
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-07,170,0.1,12.7,18.4,8.2
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-07,38,0.01,12.7,18.4,8.2
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-07,35,0.03,12.7,18.4,8.2
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-07,108,0.4,12.7,18.4,8.2
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-07,150,0.01,12.7,18.4,8.2
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-07,143,0.2,12.7,18.4,8.2
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.4,2022-04-06,101,0.18,13.6,20.6,5.3
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.4,2022-04-06,54,0.02,13.6,20.6,5.3
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.4,2022-04-06,51,0.09,13.6,20.6,5.3
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.4,2022-04-06,45,0.14,13.6,20.6,5.3
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.4,2022-04-06,146,0.1,13.6,20.6,5.3
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-05,117,0.05,11.9,19.1,2.3
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-05,48,0.03,11.9,19.1,2.3
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-05,162,0.8,11.9,19.1,2.3
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-05,166,0.12,11.9,19.1,2.3
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-05,10351,130,11.9,19.1,2.3
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-05,40,0.16,11.9,19.1,2.3
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-05,75,0.02,11.9,19.1,2.3
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12.1,2022-04-04,307,8,10.7,19,1.2
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12.1,2022-04-04,103,0.1,10.7,19,1.2
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12.1,2022-04-04,90,0.07,10.7,19,1.2
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12.1,2022-04-04,63,0.17,10.7,19,1.2
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12.1,2022-04-04,63,0.23,10.7,19,1.2
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12.1,2022-04-04,79,0.1,10.7,19,1.2
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12.1,2022-04-04,37,0.1,10.7,19,1.2
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12.1,2022-04-04,183,0.3,10.7,19,1.2
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12.1,2022-04-04,203,0.3,10.7,19,1.2
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12.1,2022-04-04,45,0.01,10.7,19,1.2
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12.1,2022-04-04,87,0.02,10.7,19,1.2
202204,0.073304,0.029846,0.069632,0.063285,0.060241,12.1,2022-04-04,354,3.5,10.7,19,1.2
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-03,80,0.25,9.5,17.1,0.6
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-03,66,0.1,9.5,17.1,0.6
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-03,183,0.01,9.5,17.1,0.6
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-03,42,0.1,9.5,17.1,0.6
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-03,40,0.09,9.5,17.1,0.6
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-02,67,0.03,8,15.5,0
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-02,1398,5,8,15.5,0
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-02,117,0.01,8,15.5,0
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-02,115,0.15,8,15.5,0
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-02,160,0.09,8,15.5,0
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.8,2022-04-02,196,0.5,8,15.5,0
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.4,2022-04-01,65,0.1,6.6,13.8,0.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.4,2022-04-01,73,0.01,6.6,13.8,0.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.4,2022-04-01,162,0.89,6.6,13.8,0.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.4,2022-04-01,190,1,6.6,13.8,0.1
202204,0.073304,0.029846,0.069632,0.063285,0.060241,11.4,2022-04-01,160,0.02,6.6,13.8,0.1
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.2,2022-03-29,99,0.01,9.1,18.4,-1.2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.2,2022-03-29,84,0.05,9.1,18.4,-1.2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.2,2022-03-29,243,0.65,9.1,18.4,-1.2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.7,2022-03-28,78,0.09,6.8,13.6,-0.9
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.7,2022-03-28,75,0.3,6.8,13.6,-0.9
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.7,2022-03-28,27,0.02,6.8,13.6,-0.9
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.1,2022-03-27,140,0.1,9.1,16.5,3
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.6,2022-03-24,132,1.47,5.7,12.8,-1.3
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.9,2022-03-23,82,0.33,3.9,8.7,0.3
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.7,2022-03-22,60,0.09,6.9,13,1.3
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.2,2022-03-16,165,0.48,12.6,19.9,3
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.1,2022-03-12,81,0.15,13.4,19.3,5.3
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.1,2022-03-12,232,0.6,13.4,19.3,5.3
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.1,2022-03-12,50,0.02,13.4,19.3,5.3
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.1,2022-03-12,849,8,13.4,19.3,5.3
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.1,2022-03-12,392,3,13.4,19.3,5.3
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.1,2022-03-12,56,0.1,13.4,19.3,5.3
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.1,2022-03-12,206,0.33,13.4,19.3,5.3
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.1,2022-03-12,345,3.8,13.4,19.3,5.3
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11,2022-03-11,48,0.01,11,19.1,1.7
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11,2022-03-11,50,0.3,11,19.1,1.7
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11,2022-03-11,74,0.04,11,19.1,1.7
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.2,2022-03-10,100,0.1,8.2,17.7,-0.8
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.2,2022-03-10,103,0.66,8.2,17.7,-0.8
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.2,2022-03-10,87,0.2,8.2,17.7,-0.8
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.2,2022-03-10,102,0.1,8.2,17.7,-0.8
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.2,2022-03-10,93,1,8.2,17.7,-0.8
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.2,2022-03-10,227,0.41,8.2,17.7,-0.8
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.2,2022-03-10,895,1.16,8.2,17.7,-0.8
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11,2022-03-09,1207,1,8.4,16.3,1.4
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11,2022-03-09,110,0.06,8.4,16.3,1.4
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11,2022-03-09,119,0.3,8.4,16.3,1.4
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11,2022-03-09,99,0.2,8.4,16.3,1.4
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11,2022-03-09,115,0.1,8.4,16.3,1.4
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11,2022-03-09,286,1.3,8.4,16.3,1.4
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11,2022-03-09,77,0.1,8.4,16.3,1.4
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.3,2022-03-08,621,2.15,5.3,13.5,-2.9
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.3,2022-03-08,329,1,5.3,13.5,-2.9
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.3,2022-03-08,196,1.1,5.3,13.5,-2.9
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.3,2022-03-08,96,0.2,5.3,13.5,-2.9
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.3,2022-03-08,84,0.2,5.3,13.5,-2.9
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.4,2022-03-07,66,0.03,2.9,11.4,-4.7
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.4,2022-03-07,42,0.01,2.9,11.4,-4.7
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.4,2022-03-07,90,0.04,2.9,11.4,-4.7
202203,0.09909,0.071018,0.0846,0.067895,0.0613,9.6,2022-03-06,21,0.01,2.6,8.4,-2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,9.6,2022-03-06,110,0.1,2.6,8.4,-2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,9.6,2022-03-06,615,11,2.6,8.4,-2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,9.6,2022-03-06,158,0.5,2.6,8.4,-2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,9.6,2022-03-06,136,0.06,2.6,8.4,-2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,9.6,2022-03-06,133,1,2.6,8.4,-2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,9.6,2022-03-06,78,0.03,2.6,8.4,-2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.6,2022-03-05,11025,22.96,3.2,9.2,-0.9
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.6,2022-03-05,76,0.01,3.2,9.2,-0.9
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.6,2022-03-05,140,5,3.2,9.2,-0.9
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.6,2022-03-05,51,0.02,3.2,9.2,-0.9
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.6,2022-03-05,209,0.8,3.2,9.2,-0.9
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.6,2022-03-05,109,0.7,3.2,9.2,-0.9
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.6,2022-03-05,314,3.86,3.2,9.2,-0.9
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.6,2022-03-05,1614,8,3.2,9.2,-0.9
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.6,2022-03-05,65,0.1,3.2,9.2,-0.9
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.6,2022-03-05,325,0.5,3.2,9.2,-0.9
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.6,2022-03-05,9352,4190.38,3.2,9.2,-0.9
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.2,2022-03-04,1361,30.89,7.3,16,-3.2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.2,2022-03-04,669,16.3,7.3,16,-3.2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.2,2022-03-04,145,0.09,7.3,16,-3.2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.2,2022-03-04,1486,1.8,7.3,16,-3.2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.2,2022-03-04,79,0.77,7.3,16,-3.2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.2,2022-03-04,49,0.01,7.3,16,-3.2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.2,2022-03-04,10335,184.01,7.3,16,-3.2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.2,2022-03-04,13363,16301.98,7.3,16,-3.2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.2,2022-03-04,386,6.54,7.3,16,-3.2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.2,2022-03-04,49,0.01,7.3,16,-3.2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.4,2022-03-03,59,0.2,6.6,13,-0.2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.4,2022-03-03,66,0.2,6.6,13,-0.2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.4,2022-03-03,111,0.13,6.6,13,-0.2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.4,2022-03-03,45,0.01,6.6,13,-0.2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.4,2022-03-03,123,0.01,6.6,13,-0.2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.4,2022-03-03,88,0.3,6.6,13,-0.2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,11.4,2022-03-03,96,0.45,6.6,13,-0.2
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.5,2022-03-02,11717,20,3.8,9.8,-1.3
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.7,2022-03-01,56,0.05,5.2,12.6,0.3
202203,0.09909,0.071018,0.0846,0.067895,0.0613,10.7,2022-03-01,323,1.69,5.2,12.6,0.3
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.4,2022-02-28,1218,0.67,5,13.5,-3.5
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.4,2022-02-28,84,0.02,5,13.5,-3.5
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.4,2022-02-28,125,0.1,5,13.5,-3.5
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.4,2022-02-28,4540,813.89,5,13.5,-3.5
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.4,2022-02-28,94,0.03,5,13.5,-3.5
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.4,2022-02-28,22,0.1,5,13.5,-3.5
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.3,2022-02-27,136,0.3,4.4,10.2,-0.1
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.3,2022-02-27,167,0.2,4.4,10.2,-0.1
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.3,2022-02-27,65,0.05,4.4,10.2,-0.1
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.3,2022-02-27,132,0.12,4.4,10.2,-0.1
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.3,2022-02-27,225,1.5,4.4,10.2,-0.1
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.3,2022-02-27,240,0.14,4.4,10.2,-0.1
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.3,2022-02-27,94,0.2,4.4,10.2,-0.1
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.3,2022-02-27,62,0.02,4.4,10.2,-0.1
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.3,2022-02-27,514,2,4.4,10.2,-0.1
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.3,2022-02-27,103,0.03,4.4,10.2,-0.1
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.5,2022-02-26,2468,88.63,5.4,12.3,-2.3
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.5,2022-02-26,139,0.2,5.4,12.3,-2.3
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.5,2022-02-26,1096,8.69,5.4,12.3,-2.3
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.5,2022-02-26,474,18.5,5.4,12.3,-2.3
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.5,2022-02-26,237,0.05,5.4,12.3,-2.3
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.5,2022-02-26,285,0.2,5.4,12.3,-2.3
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.5,2022-02-26,204,0.86,5.4,12.3,-2.3
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.5,2022-02-26,61,0.5,5.4,12.3,-2.3
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.5,2022-02-26,545,2,5.4,12.3,-2.3
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.5,2022-02-26,82,0.06,5.4,12.3,-2.3
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.5,2022-02-26,67,0.06,5.4,12.3,-2.3
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.4,2022-02-25,117,0.11,3.6,9.4,-3.3
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.4,2022-02-25,57,0.2,3.6,9.4,-3.3
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.4,2022-02-25,258,0.2,3.6,9.4,-3.3
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.4,2022-02-25,515,8.03,3.6,9.4,-3.3
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.4,2022-02-25,134,2,3.6,9.4,-3.3
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.4,2022-02-25,175,0.5,3.6,9.4,-3.3
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.4,2022-02-25,5594,29,3.6,9.4,-3.3
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.4,2022-02-25,141,0.91,3.6,9.4,-3.3
202202,0.149486,0.10273,0.115077,0.077755,0.062594,9.9,2022-02-24,650,10.2,-1.8,3.8,-9.4
202202,0.149486,0.10273,0.115077,0.077755,0.062594,9.9,2022-02-24,140,1,-1.8,3.8,-9.4
202202,0.149486,0.10273,0.115077,0.077755,0.062594,9.9,2022-02-24,74,0.09,-1.8,3.8,-9.4
202202,0.149486,0.10273,0.115077,0.077755,0.062594,9.9,2022-02-24,80,0.09,-1.8,3.8,-9.4
202202,0.149486,0.10273,0.115077,0.077755,0.062594,9.9,2022-02-24,126,0.08,-1.8,3.8,-9.4
202202,0.149486,0.10273,0.115077,0.077755,0.062594,9.9,2022-02-24,1375,4.1,-1.8,3.8,-9.4
202202,0.149486,0.10273,0.115077,0.077755,0.062594,9.9,2022-02-24,205,0.3,-1.8,3.8,-9.4
202202,0.149486,0.10273,0.115077,0.077755,0.062594,9.9,2022-02-24,187,0.6,-1.8,3.8,-9.4
202202,0.149486,0.10273,0.115077,0.077755,0.062594,9.9,2022-02-24,176,0.2,-1.8,3.8,-9.4
202202,0.149486,0.10273,0.115077,0.077755,0.062594,9.9,2022-02-24,109,0.6,-1.8,3.8,-9.4
202202,0.149486,0.10273,0.115077,0.077755,0.062594,9.9,2022-02-24,167,0.15,-1.8,3.8,-9.4
202202,0.149486,0.10273,0.115077,0.077755,0.062594,9.9,2022-02-24,230,0.5,-1.8,3.8,-9.4
202202,0.149486,0.10273,0.115077,0.077755,0.062594,9.9,2022-02-24,35,0.14,-1.8,3.8,-9.4
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.2,2022-02-23,113,0.2,-4.6,0.9,-8.9
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.2,2022-02-23,67,0.3,-4.6,0.9,-8.9
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.2,2022-02-23,73,0.16,-4.6,0.9,-8.9
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.2,2022-02-23,136,3,-4.6,0.9,-8.9
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.2,2022-02-23,99,0.1,-4.6,0.9,-8.9
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.7,2022-02-22,162,0.06,-3,1.3,-5.9
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.7,2022-02-22,60,0.03,-3,1.3,-5.9
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.7,2022-02-22,1305,16.5,-3,1.3,-5.9
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.7,2022-02-22,2093,9.2,-3,1.3,-5.9
202202,0.149486,0.10273,0.115077,0.077755,0.062594,10.7,2022-02-22,508,3.95,-3,1.3,-5.9
